No.,Time,Source,Destination,Protocol,Length,Info,,
3612,200.9923383,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=539/6914, ttl=128 (reply in 3613)",,
3613,201.0326571,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=539/6914, ttl=113 (request in 3612)",,
3614,202.010413,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=540/7170, ttl=128 (reply in 3615)",,
3615,202.0441471,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=540/7170, ttl=113 (request in 3614)",,
3616,203.0189837,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=541/7426, ttl=128 (reply in 3617)",,
3617,203.0521152,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=541/7426, ttl=113 (request in 3616)",,
3618,204.0400699,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=542/7682, ttl=128 (reply in 3619)",,
3619,204.0728582,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=542/7682, ttl=113 (request in 3618)",,
3620,205.0552757,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=543/7938, ttl=128 (reply in 3621)",,
3621,205.0897167,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=543/7938, ttl=113 (request in 3620)",,
3622,206.0678204,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=544/8194, ttl=128 (reply in 3623)",,
3623,206.109884,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=544/8194, ttl=113 (request in 3622)",,
3624,207.0757728,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=545/8450, ttl=128 (reply in 3625)",,
3625,207.1089272,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=545/8450, ttl=113 (request in 3624)",,
3626,208.088033,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=546/8706, ttl=128 (reply in 3627)",,
3627,208.1231013,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=546/8706, ttl=113 (request in 3626)",,
3628,209.1079428,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=547/8962, ttl=128 (reply in 3629)",,
3629,209.1441361,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=547/8962, ttl=113 (request in 3628)",,
3630,210.1263822,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=548/9218, ttl=128 (reply in 3631)",,
3631,210.1613447,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=548/9218, ttl=113 (request in 3630)",,
3634,211.1394548,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=549/9474, ttl=128 (reply in 3635)",,
3635,211.1767158,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=549/9474, ttl=113 (request in 3634)",,
3636,212.149376,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=550/9730, ttl=128 (reply in 3640)",,
3640,212.1863357,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=550/9730, ttl=113 (request in 3636)",,
3641,213.1614197,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=551/9986, ttl=128 (reply in 3642)",,
3642,213.1953848,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=551/9986, ttl=113 (request in 3641)",,
3643,214.1737175,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=552/10242, ttl=128 (reply in 3644)",,
3644,214.2069707,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=552/10242, ttl=113 (request in 3643)",,
3645,215.1851734,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=553/10498, ttl=128 (reply in 3646)",,
3646,215.2183657,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=553/10498, ttl=113 (request in 3645)",,
3647,216.1978991,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=554/10754, ttl=128 (reply in 3648)",,
3648,216.2315421,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=554/10754, ttl=113 (request in 3647)",,
3649,217.2102931,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=555/11010, ttl=128 (reply in 3650)",,
3650,217.2429838,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=555/11010, ttl=113 (request in 3649)",,
3651,218.2254812,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=556/11266, ttl=128 (reply in 3652)",,
3652,218.2648433,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=556/11266, ttl=113 (request in 3651)",,
3655,219.237751,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=557/11522, ttl=128 (reply in 3656)",,
3656,219.2706976,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=557/11522, ttl=113 (request in 3655)",,
3657,220.2509414,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=558/11778, ttl=128 (reply in 3658)",,
3658,220.2849394,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=558/11778, ttl=113 (request in 3657)",,
3659,221.2644758,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=559/12034, ttl=128 (reply in 3660)",,
3660,221.2972954,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=559/12034, ttl=113 (request in 3659)",,
3661,222.2747839,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=560/12290, ttl=128 (reply in 3662)",,
3662,222.3089711,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=560/12290, ttl=113 (request in 3661)",,
3663,223.2962229,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=561/12546, ttl=128 (reply in 3664)",,
3664,223.3306822,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=561/12546, ttl=113 (request in 3663)",,
3674,224.3186933,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=562/12802, ttl=128 (reply in 3675)",,
3675,224.3521245,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=562/12802, ttl=113 (request in 3674)",,
3716,225.3275514,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=563/13058, ttl=128 (reply in 3717)",,
3717,225.3613044,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=563/13058, ttl=113 (request in 3716)",,
3718,226.3424019,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=564/13314, ttl=128 (reply in 3719)",,
3719,226.3755589,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=564/13314, ttl=113 (request in 3718)",,
3720,227.3652885,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=565/13570, ttl=128 (reply in 3721)",,
3721,227.398448,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=565/13570, ttl=113 (request in 3720)",,
3722,228.3870815,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=566/13826, ttl=128 (reply in 3723)",,
3723,228.4201181,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=566/13826, ttl=113 (request in 3722)",,
3724,229.3969285,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=567/14082, ttl=128 (reply in 3725)",,
3725,229.431006,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=567/14082, ttl=113 (request in 3724)",,
3726,230.4096594,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=568/14338, ttl=128 (reply in 3727)",,
3727,230.4435697,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=568/14338, ttl=113 (request in 3726)",,
3730,231.418179,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=569/14594, ttl=128 (reply in 3731)",,
3731,231.4513366,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=569/14594, ttl=113 (request in 3730)",,
3737,232.426636,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=570/14850, ttl=128 (reply in 3738)",,
3738,232.4639053,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=570/14850, ttl=113 (request in 3737)",,
3739,233.4381255,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=571/15106, ttl=128 (reply in 3740)",,
3740,233.4733359,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=571/15106, ttl=113 (request in 3739)",,
3741,234.4519631,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=572/15362, ttl=128 (reply in 3742)",,
3742,234.4849093,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=572/15362, ttl=113 (request in 3741)",,
3743,235.4625518,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=573/15618, ttl=128 (reply in 3744)",,
3744,235.4959278,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=573/15618, ttl=113 (request in 3743)",,
3745,236.487912,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=574/15874, ttl=128 (reply in 3746)",,
3746,236.5210076,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=574/15874, ttl=113 (request in 3745)",,
3747,237.5005168,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=575/16130, ttl=128 (reply in 3748)",,
3748,237.5334974,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=575/16130, ttl=113 (request in 3747)",,
3751,238.5097112,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=576/16386, ttl=128 (reply in 3752)",,
3752,238.543399,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=576/16386, ttl=113 (request in 3751)",,
3753,239.5217315,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=577/16642, ttl=128 (reply in 3754)",,
3754,239.5544077,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=577/16642, ttl=113 (request in 3753)",,
3755,240.5407286,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=578/16898, ttl=128 (reply in 3756)",,
3756,240.5761737,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=578/16898, ttl=113 (request in 3755)",,
3757,241.5511005,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=579/17154, ttl=128 (reply in 3758)",,
3758,241.5966334,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=579/17154, ttl=113 (request in 3757)",,
3759,242.5639032,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=580/17410, ttl=128 (reply in 3760)",,
3760,242.5974664,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=580/17410, ttl=113 (request in 3759)",,
3765,243.5717457,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=581/17666, ttl=128 (reply in 3766)",,
3766,243.6047875,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=581/17666, ttl=113 (request in 3765)",,
3767,244.5803448,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=582/17922, ttl=128 (reply in 3768)",,
3768,244.6147257,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=582/17922, ttl=113 (request in 3767)",,
3777,245.6010768,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=583/18178, ttl=128 (reply in 3778)",,
3778,245.636184,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=583/18178, ttl=113 (request in 3777)",,
3782,246.618748,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=584/18434, ttl=128 (reply in 3783)",,
3783,246.6517113,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=584/18434, ttl=113 (request in 3782)",,
3785,247.6383996,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=585/18690, ttl=128 (reply in 3786)",,
3786,247.6713266,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=585/18690, ttl=113 (request in 3785)",,
3789,248.6531362,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=586/18946, ttl=128 (reply in 3790)",,
3790,248.6858256,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=586/18946, ttl=113 (request in 3789)",,
3791,249.6698489,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=587/19202, ttl=128 (reply in 3792)",,
3792,249.7027505,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=587/19202, ttl=113 (request in 3791)",,
3793,250.6826118,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=588/19458, ttl=128 (reply in 3794)",,
3794,250.7157038,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=588/19458, ttl=113 (request in 3793)",,
3796,251.6918667,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=589/19714, ttl=128 (reply in 3797)",,
3797,251.7253691,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=589/19714, ttl=113 (request in 3796)",,
3799,252.7013708,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=590/19970, ttl=128 (reply in 3800)",,
3800,252.7342554,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=590/19970, ttl=113 (request in 3799)",,
3802,253.7107261,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=591/20226, ttl=128 (reply in 3803)",,
3803,253.7445449,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=591/20226, ttl=113 (request in 3802)",,
3824,254.7185345,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=592/20482, ttl=128 (reply in 3825)",,
3825,254.752366,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=592/20482, ttl=113 (request in 3824)",,
3826,255.7346297,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=593/20738, ttl=128 (reply in 3827)",,
3827,255.7877197,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=593/20738, ttl=113 (request in 3826)",,
3828,256.7433429,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=594/20994, ttl=128 (reply in 3829)",,
3829,256.7761677,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=594/20994, ttl=113 (request in 3828)",,
3830,257.7617412,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=595/21250, ttl=128 (reply in 3831)",,
3831,257.7950712,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=595/21250, ttl=113 (request in 3830)",,
3833,258.7725125,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=596/21506, ttl=128 (reply in 3834)",,
3834,258.8057445,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=596/21506, ttl=113 (request in 3833)",,
3836,259.7825872,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=597/21762, ttl=128 (reply in 3837)",,
3837,259.816563,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=597/21762, ttl=113 (request in 3836)",,
3838,260.7938359,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=598/22018, ttl=128 (reply in 3839)",,
3839,260.8271251,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=598/22018, ttl=113 (request in 3838)",,
3840,261.8045742,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=599/22274, ttl=128 (reply in 3841)",,
3841,261.8384871,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=599/22274, ttl=113 (request in 3840)",,
3842,262.8182866,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=600/22530, ttl=128 (reply in 3843)",,
3843,262.851323,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=600/22530, ttl=113 (request in 3842)",,
3844,263.8276423,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=601/22786, ttl=128 (reply in 3845)",,
3845,263.8608502,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=601/22786, ttl=113 (request in 3844)",,
3848,264.8349963,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=602/23042, ttl=128 (reply in 3849)",,
3849,264.8698535,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=602/23042, ttl=113 (request in 3848)",,
3850,265.8528571,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=603/23298, ttl=128 (reply in 3851)",,
3851,265.8865451,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=603/23298, ttl=113 (request in 3850)",,
3852,266.8637868,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=604/23554, ttl=128 (reply in 3853)",,
3853,266.8970083,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=604/23554, ttl=113 (request in 3852)",,
3854,267.8743675,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=605/23810, ttl=128 (reply in 3855)",,
3855,267.9073772,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=605/23810, ttl=113 (request in 3854)",,
3856,268.8886157,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=606/24066, ttl=128 (reply in 3857)",,
3857,268.9438351,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=606/24066, ttl=113 (request in 3856)",,
3859,269.9028277,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=607/24322, ttl=128 (reply in 3860)",,
3860,269.935317,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=607/24322, ttl=113 (request in 3859)",,
3862,270.9247129,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=608/24578, ttl=128 (reply in 3863)",,
3863,270.9580613,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=608/24578, ttl=113 (request in 3862)",,
3865,271.9478542,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=609/24834, ttl=128 (reply in 3866)",,
3866,271.9819781,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=609/24834, ttl=113 (request in 3865)",,
3868,272.9603984,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=610/25090, ttl=128 (reply in 3869)",,
3869,272.9940874,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=610/25090, ttl=113 (request in 3868)",,
3872,273.9752677,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=611/25346, ttl=128 (reply in 3873)",,
3873,274.0079241,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=611/25346, ttl=113 (request in 3872)",,
3874,274.9913342,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=612/25602, ttl=128 (reply in 3875)",,
3875,275.0250954,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=612/25602, ttl=113 (request in 3874)",,
3876,276.007928,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=613/25858, ttl=128 (reply in 3877)",,
3877,276.0410263,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=613/25858, ttl=113 (request in 3876)",,
3882,277.0172093,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=614/26114, ttl=128 (reply in 3883)",,
3883,277.0511631,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=614/26114, ttl=113 (request in 3882)",,
3884,278.0294091,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=615/26370, ttl=128 (reply in 3885)",,
3885,278.0636666,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=615/26370, ttl=113 (request in 3884)",,
3886,279.0435185,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=616/26626, ttl=128 (reply in 3887)",,
3887,279.0895126,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=616/26626, ttl=113 (request in 3886)",,
3888,280.0554782,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=617/26882, ttl=128 (reply in 3889)",,
3889,280.0886519,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=617/26882, ttl=113 (request in 3888)",,
3890,281.0690926,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=618/27138, ttl=128 (reply in 3891)",,
3891,281.1023082,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=618/27138, ttl=113 (request in 3890)",,
3892,282.0813314,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=619/27394, ttl=128 (reply in 3893)",,
3893,282.1184184,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=619/27394, ttl=113 (request in 3892)",,
3894,283.0917247,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=620/27650, ttl=128 (reply in 3895)",,
3895,283.1246832,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=620/27650, ttl=113 (request in 3894)",,
3896,284.1041218,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=621/27906, ttl=128 (reply in 3897)",,
3897,284.1379628,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=621/27906, ttl=113 (request in 3896)",,
3898,285.1155913,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=622/28162, ttl=128 (reply in 3899)",,
3899,285.1488792,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=622/28162, ttl=113 (request in 3898)",,
3900,286.1233273,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=623/28418, ttl=128 (reply in 3901)",,
3901,286.1575426,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=623/28418, ttl=113 (request in 3900)",,
3902,287.1407565,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=624/28674, ttl=128 (reply in 3903)",,
3903,287.173889,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=624/28674, ttl=113 (request in 3902)",,
3906,288.1540553,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=625/28930, ttl=128 (reply in 3907)",,
3907,288.1876226,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=625/28930, ttl=113 (request in 3906)",,
3908,289.1657483,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=626/29186, ttl=128 (reply in 3909)",,
3909,289.2015711,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=626/29186, ttl=113 (request in 3908)",,
3910,290.1779762,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=627/29442, ttl=128 (reply in 3911)",,
3911,290.2114924,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=627/29442, ttl=113 (request in 3910)",,
3912,291.1875206,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=628/29698, ttl=128 (reply in 3913)",,
3913,291.2212655,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=628/29698, ttl=113 (request in 3912)",,
3916,292.1998609,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=629/29954, ttl=128 (reply in 3917)",,
3917,292.2356142,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=629/29954, ttl=113 (request in 3916)",,
3918,293.212252,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=630/30210, ttl=128 (reply in 3919)",,
3919,293.2447359,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=630/30210, ttl=113 (request in 3918)",,
3920,294.2206724,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=631/30466, ttl=128 (reply in 3921)",,
3921,294.2538114,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=631/30466, ttl=113 (request in 3920)",,
3932,295.2347588,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=632/30722, ttl=128 (reply in 3933)",,
3933,295.2684205,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=632/30722, ttl=113 (request in 3932)",,
3934,296.2504028,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=633/30978, ttl=128 (reply in 3935)",,
